event_id,event_framework,event_arch_key,event_paradigm,event_date,model_id,org,inferred_paradigm,arch_key,release_date,release_month_str,downloads,log10_downloads,adoption_residual,log10_params,param_b,recency_months,support_score,support_score_at_release,measured_tax,imbalance_weight,treated,post,treat_post,rel_months,event_time_bin,treated_pre_n,treated_post_n,control_pre_n,control_post_n,event_n,analysis_weight
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,microsoft/Phi-4,microsoft,transformer,phi4,2024-12-11,2024-12,577314.0,5.761412841636164,1.2522915291709422,10.16611937112926,14.6595072,12.450722733245728,1.0,0.0,0.0,0.5652097269509605,0.0,1.0,0.0,11.103810775295663,lag_6_12,1,1,1,63,66.0,0.8455681856385833
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,mistralai/Mistral-Large-Instruct-2411,mistralai,transformer,mistral,2024-11-14,2024-11,10588.0,4.024854948305018,-0.6689418132159801,11.088526138619944,122.610069504,13.337713534822601,1.0,1.0,0.0,0.48948598200559784,0.0,1.0,0.0,10.21681997371879,lag_6_12,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,mistralai/Mistral-Small-24B-Instruct-2501,mistralai,transformer,mistral,2025-01-28,2025-01,763185.0,5.882630395005114,1.2556557448056473,10.37240386098401,23.5724032,10.873850197109066,1.0,1.0,0.0,0.48948598200559784,0.0,1.0,0.0,12.680683311432325,lag_12_18,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,mistralai/Mistral-Small-3.1-24B-Instruct-2503,mistralai,transformer,mistral,2025-03-11,2025-03,93917.0,4.972748835626153,0.2843384911636493,10.3804167822825,24.01136128,9.494086727989487,1.0,1.0,0.0,0.48948598200559784,0.0,1.0,0.0,14.060446780551905,lag_12_18,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,mistralai/Mixtral-8x22B-Instruct-v0.1,mistralai,transformer,mixtral,2024-04-16,2024-04,10736.0,4.030882953109667,-0.3769771444286709,11.148078196939222,140.630071296,20.302233902759525,1.0,1.0,0.0,0.6922377143438292,1.0,1.0,1.0,3.252299605781866,lag_0_6,1,1,1,63,66.0,1.0356052987727458
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai,transformer,mixtral,2023-12-10,2023-12,567179.0,5.753720908277305,1.642891091264663,10.669342851008794,46.702792704,24.50722733245729,1.0,0.0,0.0,0.6922377143438292,1.0,0.0,0.0,-0.9526938239159001,lead_6_0,1,1,1,63,66.0,1.0356052987727458
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,nvidia/Llama-3.1-Nemotron-70B-Instruct-HF,nvidia,transformer,nemotron,2024-10-12,2024-10,16993.0,4.230295613917047,-0.3587477052447561,10.848519834085783,70.553706496,14.421813403416557,1.0,1.0,0.0,0.6922377143438292,0.0,1.0,0.0,9.132720105124836,lag_6_12,1,1,1,63,66.0,1.0356052987727458
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,nvidia/Llama-3_1-Nemotron-51B-Instruct,nvidia,transformer,nemotron,2024-09-22,2024-09,3469.0,3.5403294747908736,-0.9873426314713902,10.711815788690254,51.50101504,15.078843626806833,1.0,0.0,0.0,0.6922377143438292,0.0,1.0,0.0,8.47568988173456,lag_6_12,1,1,1,63,66.0,1.0356052987727458
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,openai/gpt-oss-20b,openai,transformer,llama,2025-08-04,2025-08,5532100.0,6.742890100457927,1.85918630755023,10.33267986022137,21.511953984,4.697766097240473,1.0,1.0,0.0,0.48948598200559784,0.0,1.0,0.0,18.85676741130092,lag_18_plus,1,1,1,63,66.0,0.7322835293949291
bnb::mixtral,bnb,mixtral,transformer,2024-01-08,tiiuae/Falcon3-10B-Instruct,tiiuae,transformer,falcon3,2024-12-14,2024-12,7373.0,3.8677031332700977,-0.6086808794633605,10.013075547338389,10.30565376,12.352168199737187,1.0,1.0,0.0,0.48948598200559784,0.0,1.0,0.0,11.202365308804204,lag_6_12,1,1,1,63,66.0,0.7322835293949291
